Birthplace,Sex,Race,Age group,Base,Stratum,From_state,To_State
Guatemala,Female,Other,Age 80+,0.114658546,Guatemala Female Other Age 80+,Uninitialized,Latent TB
Honduras,Male,Asian,Age 15-19,0.048711616,Honduras Male Asian Age 15-19,Uninitialized,Latent TB
Honduras,Male,Asian,Age 20-24,0.048711616,Honduras Male Asian Age 20-24,Uninitialized,Latent TB
Honduras,Male,Asian,Age 25-29,0.120700299,Honduras Male Asian Age 25-29,Uninitialized,Latent TB
Honduras,Male,Asian,Age 30-34,0.120700299,Honduras Male Asian Age 30-34,Uninitialized,Latent TB
Honduras,Male,Asian,Age 35-39,0.120700299,Honduras Male Asian Age 35-39,Uninitialized,Latent TB
Honduras,Male,Asian,Age 40-44,0.120700299,Honduras Male Asian Age 40-44,Uninitialized,Latent TB
Honduras,Male,Asian,Age 45-49,0.3909665,Honduras Male Asian Age 45-49,Uninitialized,Latent TB
Honduras,Male,Asian,Age 50-54,0.3909665,Honduras Male Asian Age 50-54,Uninitialized,Latent TB
Honduras,Male,Asian,Age 55-59,0.3909665,Honduras Male Asian Age 55-59,Uninitialized,Latent TB
Honduras,Male,Asian,Age 60-64,0.3909665,Honduras Male Asian Age 60-64,Uninitialized,Latent TB
Honduras,Male,Asian,Age 65-69,0.265216955,Honduras Male Asian Age 65-69,Uninitialized,Latent TB
Honduras,Male,Asian,Age 70-74,0.265216955,Honduras Male Asian Age 70-74,Uninitialized,Latent TB
Honduras,Male,Asian,Age 75-79,0.265216955,Honduras Male Asian Age 75-79,Uninitialized,Latent TB
Honduras,Male,Asian,Age 80+,0.265216955,Honduras Male Asian Age 80+,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 15-19,0.048711616,Honduras Male Hispanic Age 15-19,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 20-24,0.048711616,Honduras Male Hispanic Age 20-24,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 25-29,0.120700299,Honduras Male Hispanic Age 25-29,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 30-34,0.120700299,Honduras Male Hispanic Age 30-34,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 35-39,0.120700299,Honduras Male Hispanic Age 35-39,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 40-44,0.120700299,Honduras Male Hispanic Age 40-44,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 45-49,0.3909665,Honduras Male Hispanic Age 45-49,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 50-54,0.3909665,Honduras Male Hispanic Age 50-54,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 55-59,0.3909665,Honduras Male Hispanic Age 55-59,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 60-64,0.3909665,Honduras Male Hispanic Age 60-64,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 65-69,0.265216955,Honduras Male Hispanic Age 65-69,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 70-74,0.265216955,Honduras Male Hispanic Age 70-74,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 75-79,0.265216955,Honduras Male Hispanic Age 75-79,Uninitialized,Latent TB
Honduras,Male,Hispanic,Age 80+,0.265216955,Honduras Male Hispanic Age 80+,Uninitialized,Latent TB
Honduras,Male,Black,Age 15-19,0.048711616,Honduras Male Black Age 15-19,Uninitialized,Latent TB
Honduras,Male,Black,Age 20-24,0.048711616,Honduras Male Black Age 20-24,Uninitialized,Latent TB
Honduras,Male,Black,Age 25-29,0.120700299,Honduras Male Black Age 25-29,Uninitialized,Latent TB
Honduras,Male,Black,Age 30-34,0.120700299,Honduras Male Black Age 30-34,Uninitialized,Latent TB
Honduras,Male,Black,Age 35-39,0.120700299,Honduras Male Black Age 35-39,Uninitialized,Latent TB
Honduras,Male,Black,Age 40-44,0.120700299,Honduras Male Black Age 40-44,Uninitialized,Latent TB
Honduras,Male,Black,Age 45-49,0.3909665,Honduras Male Black Age 45-49,Uninitialized,Latent TB
Honduras,Male,Black,Age 50-54,0.3909665,Honduras Male Black Age 50-54,Uninitialized,Latent TB
Honduras,Male,Black,Age 55-59,0.3909665,Honduras Male Black Age 55-59,Uninitialized,Latent TB
Honduras,Male,Black,Age 60-64,0.3909665,Honduras Male Black Age 60-64,Uninitialized,Latent TB
Honduras,Male,Black,Age 65-69,0.265216955,Honduras Male Black Age 65-69,Uninitialized,Latent TB
Honduras,Male,Black,Age 70-74,0.265216955,Honduras Male Black Age 70-74,Uninitialized,Latent TB
Honduras,Male,Black,Age 75-79,0.265216955,Honduras Male Black Age 75-79,Uninitialized,Latent TB
Honduras,Male,Black,Age 80+,0.265216955,Honduras Male Black Age 80+,Uninitialized,Latent TB
Honduras,Male,White,Age 15-19,0.048711616,Honduras Male White Age 15-19,Uninitialized,Latent TB
Honduras,Male,White,Age 20-24,0.048711616,Honduras Male White Age 20-24,Uninitialized,Latent TB
Honduras,Male,White,Age 25-29,0.120700299,Honduras Male White Age 25-29,Uninitialized,Latent TB
Honduras,Male,White,Age 30-34,0.120700299,Honduras Male White Age 30-34,Uninitialized,Latent TB
Honduras,Male,White,Age 35-39,0.120700299,Honduras Male White Age 35-39,Uninitialized,Latent TB
Honduras,Male,White,Age 40-44,0.120700299,Honduras Male White Age 40-44,Uninitialized,Latent TB
Honduras,Male,White,Age 45-49,0.3909665,Honduras Male White Age 45-49,Uninitialized,Latent TB
Honduras,Male,White,Age 50-54,0.3909665,Honduras Male White Age 50-54,Uninitialized,Latent TB
Honduras,Male,White,Age 55-59,0.3909665,Honduras Male White Age 55-59,Uninitialized,Latent TB
Honduras,Male,White,Age 60-64,0.3909665,Honduras Male White Age 60-64,Uninitialized,Latent TB
Honduras,Male,White,Age 65-69,0.265216955,Honduras Male White Age 65-69,Uninitialized,Latent TB
Honduras,Male,White,Age 70-74,0.265216955,Honduras Male White Age 70-74,Uninitialized,Latent TB
Honduras,Male,White,Age 75-79,0.265216955,Honduras Male White Age 75-79,Uninitialized,Latent TB
Honduras,Male,White,Age 80+,0.265216955,Honduras Male White Age 80+,Uninitialized,Latent TB
Honduras,Male,Other,Age 15-19,0.048711616,Honduras Male Other Age 15-19,Uninitialized,Latent TB
Honduras,Male,Other,Age 20-24,0.048711616,Honduras Male Other Age 20-24,Uninitialized,Latent TB
Honduras,Male,Other,Age 25-29,0.120700299,Honduras Male Other Age 25-29,Uninitialized,Latent TB
Honduras,Male,Other,Age 30-34,0.120700299,Honduras Male Other Age 30-34,Uninitialized,Latent TB
Honduras,Male,Other,Age 35-39,0.120700299,Honduras Male Other Age 35-39,Uninitialized,Latent TB
Honduras,Male,Other,Age 40-44,0.120700299,Honduras Male Other Age 40-44,Uninitialized,Latent TB
Honduras,Male,Other,Age 45-49,0.3909665,Honduras Male Other Age 45-49,Uninitialized,Latent TB
Honduras,Male,Other,Age 50-54,0.3909665,Honduras Male Other Age 50-54,Uninitialized,Latent TB
Honduras,Male,Other,Age 55-59,0.3909665,Honduras Male Other Age 55-59,Uninitialized,Latent TB
Honduras,Male,Other,Age 60-64,0.3909665,Honduras Male Other Age 60-64,Uninitialized,Latent TB
Honduras,Male,Other,Age 65-69,0.265216955,Honduras Male Other Age 65-69,Uninitialized,Latent TB
Honduras,Male,Other,Age 70-74,0.265216955,Honduras Male Other Age 70-74,Uninitialized,Latent TB
Honduras,Male,Other,Age 75-79,0.265216955,Honduras Male Other Age 75-79,Uninitialized,Latent TB
Honduras,Male,Other,Age 80+,0.265216955,Honduras Male Other Age 80+,Uninitialized,Latent TB
Honduras,Female,Asian,Age 15-19,0.046545959,Honduras Female Asian Age 15-19,Uninitialized,Latent TB
Honduras,Female,Asian,Age 20-24,0.046545959,Honduras Female Asian Age 20-24,Uninitialized,Latent TB
Honduras,Female,Asian,Age 25-29,0.09409777,Honduras Female Asian Age 25-29,Uninitialized,Latent TB
Honduras,Female,Asian,Age 30-34,0.09409777,Honduras Female Asian Age 30-34,Uninitialized,Latent TB
Honduras,Female,Asian,Age 35-39,0.09409777,Honduras Female Asian Age 35-39,Uninitialized,Latent TB
Honduras,Female,Asian,Age 40-44,0.09409777,Honduras Female Asian Age 40-44,Uninitialized,Latent TB
Honduras,Female,Asian,Age 45-49,0.141913174,Honduras Female Asian Age 45-49,Uninitialized,Latent TB
Honduras,Female,Asian,Age 50-54,0.141913174,Honduras Female Asian Age 50-54,Uninitialized,Latent TB
Honduras,Female,Asian,Age 55-59,0.141913174,Honduras Female Asian Age 55-59,Uninitialized,Latent TB
Honduras,Female,Asian,Age 60-64,0.141913174,Honduras Female Asian Age 60-64,Uninitialized,Latent TB
Honduras,Female,Asian,Age 65-69,0.102644545,Honduras Female Asian Age 65-69,Uninitialized,Latent TB
Honduras,Female,Asian,Age 70-74,0.102644545,Honduras Female Asian Age 70-74,Uninitialized,Latent TB
Honduras,Female,Asian,Age 75-79,0.102644545,Honduras Female Asian Age 75-79,Uninitialized,Latent TB
Honduras,Female,Asian,Age 80+,0.102644545,Honduras Female Asian Age 80+,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 15-19,0.046545959,Honduras Female Hispanic Age 15-19,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 20-24,0.046545959,Honduras Female Hispanic Age 20-24,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 25-29,0.09409777,Honduras Female Hispanic Age 25-29,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 30-34,0.09409777,Honduras Female Hispanic Age 30-34,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 35-39,0.09409777,Honduras Female Hispanic Age 35-39,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 40-44,0.09409777,Honduras Female Hispanic Age 40-44,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 45-49,0.141913174,Honduras Female Hispanic Age 45-49,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 50-54,0.141913174,Honduras Female Hispanic Age 50-54,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 55-59,0.141913174,Honduras Female Hispanic Age 55-59,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 60-64,0.141913174,Honduras Female Hispanic Age 60-64,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 65-69,0.102644545,Honduras Female Hispanic Age 65-69,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 70-74,0.102644545,Honduras Female Hispanic Age 70-74,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 75-79,0.102644545,Honduras Female Hispanic Age 75-79,Uninitialized,Latent TB
Honduras,Female,Hispanic,Age 80+,0.102644545,Honduras Female Hispanic Age 80+,Uninitialized,Latent TB
Honduras,Female,Black,Age 15-19,0.046545959,Honduras Female Black Age 15-19,Uninitialized,Latent TB
Honduras,Female,Black,Age 20-24,0.046545959,Honduras Female Black Age 20-24,Uninitialized,Latent TB
Honduras,Female,Black,Age 25-29,0.09409777,Honduras Female Black Age 25-29,Uninitialized,Latent TB
Honduras,Female,Black,Age 30-34,0.09409777,Honduras Female Black Age 30-34,Uninitialized,Latent TB
Honduras,Female,Black,Age 35-39,0.09409777,Honduras Female Black Age 35-39,Uninitialized,Latent TB
Honduras,Female,Black,Age 40-44,0.09409777,Honduras Female Black Age 40-44,Uninitialized,Latent TB
Honduras,Female,Black,Age 45-49,0.141913174,Honduras Female Black Age 45-49,Uninitialized,Latent TB
Honduras,Female,Black,Age 50-54,0.141913174,Honduras Female Black Age 50-54,Uninitialized,Latent TB
Honduras,Female,Black,Age 55-59,0.141913174,Honduras Female Black Age 55-59,Uninitialized,Latent TB
Honduras,Female,Black,Age 60-64,0.141913174,Honduras Female Black Age 60-64,Uninitialized,Latent TB
Honduras,Female,Black,Age 65-69,0.102644545,Honduras Female Black Age 65-69,Uninitialized,Latent TB
Honduras,Female,Black,Age 70-74,0.102644545,Honduras Female Black Age 70-74,Uninitialized,Latent TB
Honduras,Female,Black,Age 75-79,0.102644545,Honduras Female Black Age 75-79,Uninitialized,Latent TB
Honduras,Female,Black,Age 80+,0.102644545,Honduras Female Black Age 80+,Uninitialized,Latent TB
Honduras,Female,White,Age 15-19,0.046545959,Honduras Female White Age 15-19,Uninitialized,Latent TB
Honduras,Female,White,Age 20-24,0.046545959,Honduras Female White Age 20-24,Uninitialized,Latent TB
Honduras,Female,White,Age 25-29,0.09409777,Honduras Female White Age 25-29,Uninitialized,Latent TB
Honduras,Female,White,Age 30-34,0.09409777,Honduras Female White Age 30-34,Uninitialized,Latent TB
Honduras,Female,White,Age 35-39,0.09409777,Honduras Female White Age 35-39,Uninitialized,Latent TB
Honduras,Female,White,Age 40-44,0.09409777,Honduras Female White Age 40-44,Uninitialized,Latent TB
Honduras,Female,White,Age 45-49,0.141913174,Honduras Female White Age 45-49,Uninitialized,Latent TB
Honduras,Female,White,Age 50-54,0.141913174,Honduras Female White Age 50-54,Uninitialized,Latent TB
Honduras,Female,White,Age 55-59,0.141913174,Honduras Female White Age 55-59,Uninitialized,Latent TB
Honduras,Female,White,Age 60-64,0.141913174,Honduras Female White Age 60-64,Uninitialized,Latent TB
Honduras,Female,White,Age 65-69,0.102644545,Honduras Female White Age 65-69,Uninitialized,Latent TB
Honduras,Female,White,Age 70-74,0.102644545,Honduras Female White Age 70-74,Uninitialized,Latent TB
Honduras,Female,White,Age 75-79,0.102644545,Honduras Female White Age 75-79,Uninitialized,Latent TB
Honduras,Female,White,Age 80+,0.102644545,Honduras Female White Age 80+,Uninitialized,Latent TB
Honduras,Female,Other,Age 15-19,0.046545959,Honduras Female Other Age 15-19,Uninitialized,Latent TB
Honduras,Female,Other,Age 20-24,0.046545959,Honduras Female Other Age 20-24,Uninitialized,Latent TB
Honduras,Female,Other,Age 25-29,0.09409777,Honduras Female Other Age 25-29,Uninitialized,Latent TB
Honduras,Female,Other,Age 30-34,0.09409777,Honduras Female Other Age 30-34,Uninitialized,Latent TB
Honduras,Female,Other,Age 35-39,0.09409777,Honduras Female Other Age 35-39,Uninitialized,Latent TB
Honduras,Female,Other,Age 40-44,0.09409777,Honduras Female Other Age 40-44,Uninitialized,Latent TB
Honduras,Female,Other,Age 45-49,0.141913174,Honduras Female Other Age 45-49,Uninitialized,Latent TB
Honduras,Female,Other,Age 50-54,0.141913174,Honduras Female Other Age 50-54,Uninitialized,Latent TB
Honduras,Female,Other,Age 55-59,0.141913174,Honduras Female Other Age 55-59,Uninitialized,Latent TB
Honduras,Female,Other,Age 60-64,0.141913174,Honduras Female Other Age 60-64,Uninitialized,Latent TB
Honduras,Female,Other,Age 65-69,0.102644545,Honduras Female Other Age 65-69,Uninitialized,Latent TB
Honduras,Female,Other,Age 70-74,0.102644545,Honduras Female Other Age 70-74,Uninitialized,Latent TB
Honduras,Female,Other,Age 75-79,0.102644545,Honduras Female Other Age 75-79,Uninitialized,Latent TB
Honduras,Female,Other,Age 80+,0.102644545,Honduras Female Other Age 80+,Uninitialized,Latent TB
India,Male,Asian,Age 15-19,0.32168836,India Male Asian Age 15-19,Uninitialized,Latent TB
India,Male,Asian,Age 20-24,0.32168836,India Male Asian Age 20-24,Uninitialized,Latent TB
India,Male,Asian,Age 25-29,0.264873466,India Male Asian Age 25-29,Uninitialized,Latent TB
India,Male,Asian,Age 30-34,0.264873466,India Male Asian Age 30-34,Uninitialized,Latent TB
India,Male,Asian,Age 35-39,0.264873466,India Male Asian Age 35-39,Uninitialized,Latent TB
India,Male,Asian,Age 40-44,0.264873466,India Male Asian Age 40-44,Uninitialized,Latent TB
India,Male,Asian,Age 45-49,0.614778703,India Male Asian Age 45-49,Uninitialized,Latent TB
India,Male,Asian,Age 50-54,0.614778703,India Male Asian Age 50-54,Uninitialized,Latent TB
India,Male,Asian,Age 55-59,0.614778703,India Male Asian Age 55-59,Uninitialized,Latent TB
India,Male,Asian,Age 60-64,0.614778703,India Male Asian Age 60-64,Uninitialized,Latent TB
India,Male,Asian,Age 65-69,0.257715226,India Male Asian Age 65-69,Uninitialized,Latent TB
India,Male,Asian,Age 70-74,0.257715226,India Male Asian Age 70-74,Uninitialized,Latent TB
India,Male,Asian,Age 75-79,0.257715226,India Male Asian Age 75-79,Uninitialized,Latent TB
India,Male,Asian,Age 80+,0.257715226,India Male Asian Age 80+,Uninitialized,Latent TB
India,Male,Hispanic,Age 15-19,0.32168836,India Male Hispanic Age 15-19,Uninitialized,Latent TB
India,Male,Hispanic,Age 20-24,0.32168836,India Male Hispanic Age 20-24,Uninitialized,Latent TB
India,Male,Hispanic,Age 25-29,0.264873466,India Male Hispanic Age 25-29,Uninitialized,Latent TB
India,Male,Hispanic,Age 30-34,0.264873466,India Male Hispanic Age 30-34,Uninitialized,Latent TB
India,Male,Hispanic,Age 35-39,0.264873466,India Male Hispanic Age 35-39,Uninitialized,Latent TB
India,Male,Hispanic,Age 40-44,0.264873466,India Male Hispanic Age 40-44,Uninitialized,Latent TB
India,Male,Hispanic,Age 45-49,0.614778703,India Male Hispanic Age 45-49,Uninitialized,Latent TB
India,Male,Hispanic,Age 50-54,0.614778703,India Male Hispanic Age 50-54,Uninitialized,Latent TB
India,Male,Hispanic,Age 55-59,0.614778703,India Male Hispanic Age 55-59,Uninitialized,Latent TB
India,Male,Hispanic,Age 60-64,0.614778703,India Male Hispanic Age 60-64,Uninitialized,Latent TB
India,Male,Hispanic,Age 65-69,0.257715226,India Male Hispanic Age 65-69,Uninitialized,Latent TB
India,Male,Hispanic,Age 70-74,0.257715226,India Male Hispanic Age 70-74,Uninitialized,Latent TB
India,Male,Hispanic,Age 75-79,0.257715226,India Male Hispanic Age 75-79,Uninitialized,Latent TB
India,Male,Hispanic,Age 80+,0.257715226,India Male Hispanic Age 80+,Uninitialized,Latent TB
India,Male,Black,Age 15-19,0.32168836,India Male Black Age 15-19,Uninitialized,Latent TB
India,Male,Black,Age 20-24,0.32168836,India Male Black Age 20-24,Uninitialized,Latent TB
India,Male,Black,Age 25-29,0.264873466,India Male Black Age 25-29,Uninitialized,Latent TB
India,Male,Black,Age 30-34,0.264873466,India Male Black Age 30-34,Uninitialized,Latent TB
India,Male,Black,Age 35-39,0.264873466,India Male Black Age 35-39,Uninitialized,Latent TB
India,Male,Black,Age 40-44,0.264873466,India Male Black Age 40-44,Uninitialized,Latent TB
India,Male,Black,Age 45-49,0.614778703,India Male Black Age 45-49,Uninitialized,Latent TB
India,Male,Black,Age 50-54,0.614778703,India Male Black Age 50-54,Uninitialized,Latent TB
India,Male,Black,Age 55-59,0.614778703,India Male Black Age 55-59,Uninitialized,Latent TB
India,Male,Black,Age 60-64,0.614778703,India Male Black Age 60-64,Uninitialized,Latent TB
India,Male,Black,Age 65-69,0.257715226,India Male Black Age 65-69,Uninitialized,Latent TB
India,Male,Black,Age 70-74,0.257715226,India Male Black Age 70-74,Uninitialized,Latent TB
India,Male,Black,Age 75-79,0.257715226,India Male Black Age 75-79,Uninitialized,Latent TB
India,Male,Black,Age 80+,0.257715226,India Male Black Age 80+,Uninitialized,Latent TB
India,Male,White,Age 15-19,0.32168836,India Male White Age 15-19,Uninitialized,Latent TB
India,Male,White,Age 20-24,0.32168836,India Male White Age 20-24,Uninitialized,Latent TB
India,Male,White,Age 25-29,0.264873466,India Male White Age 25-29,Uninitialized,Latent TB
India,Male,White,Age 30-34,0.264873466,India Male White Age 30-34,Uninitialized,Latent TB
India,Male,White,Age 35-39,0.264873466,India Male White Age 35-39,Uninitialized,Latent TB
India,Male,White,Age 40-44,0.264873466,India Male White Age 40-44,Uninitialized,Latent TB
India,Male,White,Age 45-49,0.614778703,India Male White Age 45-49,Uninitialized,Latent TB
India,Male,White,Age 50-54,0.614778703,India Male White Age 50-54,Uninitialized,Latent TB
India,Male,White,Age 55-59,0.614778703,India Male White Age 55-59,Uninitialized,Latent TB
India,Male,White,Age 60-64,0.614778703,India Male White Age 60-64,Uninitialized,Latent TB
India,Male,White,Age 65-69,0.257715226,India Male White Age 65-69,Uninitialized,Latent TB
India,Male,White,Age 70-74,0.257715226,India Male White Age 70-74,Uninitialized,Latent TB
India,Male,White,Age 75-79,0.257715226,India Male White Age 75-79,Uninitialized,Latent TB
India,Male,White,Age 80+,0.257715226,India Male White Age 80+,Uninitialized,Latent TB
India,Male,Other,Age 15-19,0.32168836,India Male Other Age 15-19,Uninitialized,Latent TB
India,Male,Other,Age 20-24,0.32168836,India Male Other Age 20-24,Uninitialized,Latent TB
India,Male,Other,Age 25-29,0.264873466,India Male Other Age 25-29,Uninitialized,Latent TB
India,Male,Other,Age 30-34,0.264873466,India Male Other Age 30-34,Uninitialized,Latent TB
India,Male,Other,Age 35-39,0.264873466,India Male Other Age 35-39,Uninitialized,Latent TB
India,Male,Other,Age 40-44,0.264873466,India Male Other Age 40-44,Uninitialized,Latent TB
India,Male,Other,Age 45-49,0.614778703,India Male Other Age 45-49,Uninitialized,Latent TB
India,Male,Other,Age 50-54,0.614778703,India Male Other Age 50-54,Uninitialized,Latent TB
India,Male,Other,Age 55-59,0.614778703,India Male Other Age 55-59,Uninitialized,Latent TB
India,Male,Other,Age 60-64,0.614778703,India Male Other Age 60-64,Uninitialized,Latent TB
India,Male,Other,Age 65-69,0.257715226,India Male Other Age 65-69,Uninitialized,Latent TB
India,Male,Other,Age 70-74,0.257715226,India Male Other Age 70-74,Uninitialized,Latent TB
India,Male,Other,Age 75-79,0.257715226,India Male Other Age 75-79,Uninitialized,Latent TB
India,Male,Other,Age 80+,0.257715226,India Male Other Age 80+,Uninitialized,Latent TB
India,Female,Asian,Age 15-19,0.22286831,India Female Asian Age 15-19,Uninitialized,Latent TB
India,Female,Asian,Age 20-24,0.22286831,India Female Asian Age 20-24,Uninitialized,Latent TB
India,Female,Asian,Age 25-29,0.194532753,India Female Asian Age 25-29,Uninitialized,Latent TB
India,Female,Asian,Age 30-34,0.194532753,India Female Asian Age 30-34,Uninitialized,Latent TB
India,Female,Asian,Age 35-39,0.194532753,India Female Asian Age 35-39,Uninitialized,Latent TB
India,Female,Asian,Age 40-44,0.194532753,India Female Asian Age 40-44,Uninitialized,Latent TB
India,Female,Asian,Age 45-49,0.464981363,India Female Asian Age 45-49,Uninitialized,Latent TB
India,Female,Asian,Age 50-54,0.464981363,India Female Asian Age 50-54,Uninitialized,Latent TB
India,Female,Asian,Age 55-59,0.464981363,India Female Asian Age 55-59,Uninitialized,Latent TB
India,Female,Asian,Age 60-64,0.464981363,India Female Asian Age 60-64,Uninitialized,Latent TB
India,Female,Asian,Age 65-69,0.186590951,India Female Asian Age 65-69,Uninitialized,Latent TB
India,Female,Asian,Age 70-74,0.186590951,India Female Asian Age 70-74,Uninitialized,Latent TB
India,Female,Asian,Age 75-79,0.186590951,India Female Asian Age 75-79,Uninitialized,Latent TB
India,Female,Asian,Age 80+,0.186590951,India Female Asian Age 80+,Uninitialized,Latent TB
India,Female,Hispanic,Age 15-19,0.22286831,India Female Hispanic Age 15-19,Uninitialized,Latent TB
India,Female,Hispanic,Age 20-24,0.22286831,India Female Hispanic Age 20-24,Uninitialized,Latent TB
India,Female,Hispanic,Age 25-29,0.194532753,India Female Hispanic Age 25-29,Uninitialized,Latent TB
India,Female,Hispanic,Age 30-34,0.194532753,India Female Hispanic Age 30-34,Uninitialized,Latent TB
India,Female,Hispanic,Age 35-39,0.194532753,India Female Hispanic Age 35-39,Uninitialized,Latent TB
India,Female,Hispanic,Age 40-44,0.194532753,India Female Hispanic Age 40-44,Uninitialized,Latent TB
India,Female,Hispanic,Age 45-49,0.464981363,India Female Hispanic Age 45-49,Uninitialized,Latent TB
India,Female,Hispanic,Age 50-54,0.464981363,India Female Hispanic Age 50-54,Uninitialized,Latent TB
India,Female,Hispanic,Age 55-59,0.464981363,India Female Hispanic Age 55-59,Uninitialized,Latent TB
India,Female,Hispanic,Age 60-64,0.464981363,India Female Hispanic Age 60-64,Uninitialized,Latent TB
India,Female,Hispanic,Age 65-69,0.186590951,India Female Hispanic Age 65-69,Uninitialized,Latent TB
India,Female,Hispanic,Age 70-74,0.186590951,India Female Hispanic Age 70-74,Uninitialized,Latent TB
India,Female,Hispanic,Age 75-79,0.186590951,India Female Hispanic Age 75-79,Uninitialized,Latent TB
India,Female,Hispanic,Age 80+,0.186590951,India Female Hispanic Age 80+,Uninitialized,Latent TB
India,Female,Black,Age 15-19,0.22286831,India Female Black Age 15-19,Uninitialized,Latent TB
India,Female,Black,Age 20-24,0.22286831,India Female Black Age 20-24,Uninitialized,Latent TB
India,Female,Black,Age 25-29,0.194532753,India Female Black Age 25-29,Uninitialized,Latent TB
India,Female,Black,Age 30-34,0.194532753,India Female Black Age 30-34,Uninitialized,Latent TB
India,Female,Black,Age 35-39,0.194532753,India Female Black Age 35-39,Uninitialized,Latent TB
India,Female,Black,Age 40-44,0.194532753,India Female Black Age 40-44,Uninitialized,Latent TB
India,Female,Black,Age 45-49,0.464981363,India Female Black Age 45-49,Uninitialized,Latent TB
India,Female,Black,Age 50-54,0.464981363,India Female Black Age 50-54,Uninitialized,Latent TB
India,Female,Black,Age 55-59,0.464981363,India Female Black Age 55-59,Uninitialized,Latent TB
India,Female,Black,Age 60-64,0.464981363,India Female Black Age 60-64,Uninitialized,Latent TB
India,Female,Black,Age 65-69,0.186590951,India Female Black Age 65-69,Uninitialized,Latent TB
India,Female,Black,Age 70-74,0.186590951,India Female Black Age 70-74,Uninitialized,Latent TB
India,Female,Black,Age 75-79,0.186590951,India Female Black Age 75-79,Uninitialized,Latent TB
India,Female,Black,Age 80+,0.186590951,India Female Black Age 80+,Uninitialized,Latent TB
India,Female,White,Age 15-19,0.22286831,India Female White Age 15-19,Uninitialized,Latent TB
India,Female,White,Age 20-24,0.22286831,India Female White Age 20-24,Uninitialized,Latent TB
India,Female,White,Age 25-29,0.194532753,India Female White Age 25-29,Uninitialized,Latent TB
India,Female,White,Age 30-34,0.194532753,India Female White Age 30-34,Uninitialized,Latent TB
India,Female,White,Age 35-39,0.194532753,India Female White Age 35-39,Uninitialized,Latent TB
India,Female,White,Age 40-44,0.194532753,India Female White Age 40-44,Uninitialized,Latent TB
India,Female,White,Age 45-49,0.464981363,India Female White Age 45-49,Uninitialized,Latent TB
India,Female,White,Age 50-54,0.464981363,India Female White Age 50-54,Uninitialized,Latent TB
India,Female,White,Age 55-59,0.464981363,India Female White Age 55-59,Uninitialized,Latent TB
India,Female,White,Age 60-64,0.464981363,India Female White Age 60-64,Uninitialized,Latent TB
India,Female,White,Age 65-69,0.186590951,India Female White Age 65-69,Uninitialized,Latent TB
India,Female,White,Age 70-74,0.186590951,India Female White Age 70-74,Uninitialized,Latent TB
India,Female,White,Age 75-79,0.186590951,India Female White Age 75-79,Uninitialized,Latent TB
India,Female,White,Age 80+,0.186590951,India Female White Age 80+,Uninitialized,Latent TB
India,Female,Other,Age 15-19,0.22286831,India Female Other Age 15-19,Uninitialized,Latent TB
India,Female,Other,Age 20-24,0.22286831,India Female Other Age 20-24,Uninitialized,Latent TB
India,Female,Other,Age 25-29,0.194532753,India Female Other Age 25-29,Uninitialized,Latent TB
India,Female,Other,Age 30-34,0.194532753,India Female Other Age 30-34,Uninitialized,Latent TB
India,Female,Other,Age 35-39,0.194532753,India Female Other Age 35-39,Uninitialized,Latent TB
India,Female,Other,Age 40-44,0.194532753,India Female Other Age 40-44,Uninitialized,Latent TB
India,Female,Other,Age 45-49,0.464981363,India Female Other Age 45-49,Uninitialized,Latent TB
India,Female,Other,Age 50-54,0.464981363,India Female Other Age 50-54,Uninitialized,Latent TB
India,Female,Other,Age 55-59,0.464981363,India Female Other Age 55-59,Uninitialized,Latent TB
India,Female,Other,Age 60-64,0.464981363,India Female Other Age 60-64,Uninitialized,Latent TB
India,Female,Other,Age 65-69,0.186590951,India Female Other Age 65-69,Uninitialized,Latent TB
